Value,Date,Sub-Sector,Super Region,Description,Time Level,Category 2,Seasonal Adjustment,Unit,Source
806.92,2020-05-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3044.31,2020-05-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8239.6,2020-05-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25383.11,2020-05-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8969.79,2020-05-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
800.8,2020-05-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3029.73,2020-05-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8239.27,2020-05-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25400.64,2020-05-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9005.43,2020-05-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
777.69,2020-05-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
3036.13,2020-05-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8255.95,2020-05-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
25548.27,2020-05-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
9151.39,2020-05-27,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
769.03,2020-05-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2991.77,2020-05-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8079.96,2020-05-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24995.11,2020-05-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8895.61,2020-05-26,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
763.93,2020-05-22,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2955.45,2020-05-22,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7878.64,2020-05-22,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24465.16,2020-05-22,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8470.09,2020-05-22,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
754.02,2020-05-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2948.51,2020-05-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7858.37,2020-05-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24474.12,2020-05-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8452.85,2020-05-21,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
761.59,2020-05-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2971.61,2020-05-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7899.45,2020-05-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24575.9,2020-05-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8488.98,2020-05-20,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
761.4,2020-05-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2922.94,2020-05-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7773.22,2020-05-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24206.86,2020-05-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8228.93,2020-05-19,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
773.18,2020-05-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2953.91,2020-05-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7889.39,2020-05-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24597.37,2020-05-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8322.86,2020-05-18,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
744.49,2020-05-15,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2863.7,2020-05-15,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7542.66,2020-05-15,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23685.42,2020-05-15,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7761,2020-05-15,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
754.78,2020-05-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2852.5,2020-05-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7571.68,2020-05-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23625.34,2020-05-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7861.34,2020-05-14,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
747.54,2020-05-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2820,2020-05-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7478.46,2020-05-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23247.97,2020-05-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7823.8,2020-05-13,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
753.3,2020-05-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2870.12,2020-05-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7625.26,2020-05-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23764.78,2020-05-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8000.55,2020-05-12,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
761.83,2020-05-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2930.32,2020-05-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7778.02,2020-05-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24221.99,2020-05-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8234.18,2020-05-11,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
764.11,2020-05-08,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2929.8,2020-05-08,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7824.07,2020-05-08,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24331.32,2020-05-08,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8332.5,2020-05-08,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
751.97,2020-05-07,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2881.19,2020-05-07,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7654.66,2020-05-07,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23875.89,2020-05-07,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8050.59,2020-05-07,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
746.35,2020-05-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2848.42,2020-05-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7578.68,2020-05-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23664.64,2020-05-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7931.83,2020-05-06,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
773.21,2020-05-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2868.44,2020-05-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7694.53,2020-05-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23883.09,2020-05-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8047.3,2020-05-05,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
767.37,2020-05-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2842.74,2020-05-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7644.19,2020-05-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23749.76,2020-05-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7980.96,2020-05-04,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
759.08,2020-05-01,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2830.71,2020-05-01,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7658.99,2020-05-01,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
23723.69,2020-05-01,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8144.86,2020-05-01,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
778.29,2020-04-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2912.43,2020-04-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
7862.52,2020-04-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24345.72,2020-04-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8377.08,2020-04-30,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
798.48,2020-04-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
2939.51,2020-04-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,S&P 500,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8008.44,2020-04-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES COMPOSITE AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
24633.86,2020-04-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES INDUSTRIAL AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
8628.62,2020-04-29,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES TRANSPORTATION AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
804.93,2020-04-28,STOCK MARKET INDICATORS & INDEX,UNITED STATES,DOW JONES UTILITY AVERAGE,DAILY,FINANCIAL INDICATORS,NOT SEASONALLY ADJUSTED,INDEX,FEDERAL RESERVE ECONOMIC DATA-FRED
